sentence;spam
Công ty khởi nghiệp này muốn sử dụng máy học để xác định các cách sử dụng khác nhau của một sản phẩm và sau đó cung cấp các khuyến nghị dựa trên dữ liệu đó.Ví dụ, một ứng dụng điện thoại thông minh có thể giới thiệu các ứng dụng máy ảnh khác nhau cho người dùng dựa trên hình ảnh của họ.;1
"Một công ty "" chuyển đổi nơi làm việc "" giúp các công ty tập hợp các thành viên của các nhóm khác nhau và cho họ quyền truy cập vào dữ liệu và dự án của nhóm khác.";1
Công ty khởi nghiệp này đang xây dựng một công ty luật được hỗ trợ bởi trí tuệ nhân tạo. Công ty đang tuyển dụng các kỹ sư nghiên cứu pháp lý, các nhà khoa học dữ liệu và các nhà phân tích, và một lãnh đạo công nghệ nhân sự.;1
"Một ""cơ sở hạ tầng xã hội"" giúp các công ty thu thập, quản lý và tổ chức dữ liệu khách hàng của họ. Họ đang tìm kiếm một vòng tài trợ trị giá 2 triệu đô la để ""làm cho phương tiện truyền thông xã hội hoạt động cho bạn.""";1
"Ý tưởng: Một công ty B2B muốn số hoá các quy trình và dữ liệu của ngành rượu vang. Công ty muốn ""làm cho ngành rượu vang hiệu quả, minh bạch và minh bạch.""";1
"Chủ tịch của một công ty có tên Trip Monitor, người đã nói về việc khởi nghiệp trong một tập gần đây của The Startup Podcast, nói rằng Trip Monitor, được xây dựng dựa trên ý tưởng rằng các khách sạn nên mang đến cho người tiêu dùng trải nghiệm ""theo cấp"" khi nói đến đánh giá trực tuyến, đã xây dựng cơ sở dữ liệu gồm hơn 10 triệu đánh giá khách sạn.";1
Ý tưởng là làm cho tất cả các dữ liệu được thu thập bởi các y tá và bác sĩ của bệnh viện, bất kể công cụ hoặc công nghệ cụ thể được sử dụng, có thể được các y tá và bác sĩ tìm kiếm cho mục đích chăm sóc bệnh nhân tốt hơn.;1
Một công ty khởi nghiệp có tên là Vostu đang xây dựng một công cụ giúp người dùng dịch và giải thích dữ liệu thành các định dạng dễ tiếp cận hơn.Dịch vụ hiện tại chạy trên Slack, nhưng cũng có sẵn như một sản phẩm độc lập.Vostu cũng cung cấp một dịch giả để người dùng dịch sang các ngôn ngữ khác, và có kế hoạch ra mắt dịch vụ dịch thuật chạy bằng AI trong tương lai.;1
"Một ""cơ chế một cửa "" cho bán hàng và lập hóa đơn trên nhiều ngành công nghiệp.Công ty đang xây dựng một ứng dụng để giúp người dùng của các công ty khác nhau mang dữ liệu bán hàng và lập hóa đơn, sau đó kết hợp tất cả lại thành một sản phẩm duy nhất.";1
"Một tập hợp các dịch vụ cho các công ty và cá nhân để ""dễ dàng và an toàn"" nhập dữ liệu tài chính của họ từ các nguồn khác nhau, chẳng hạn như ngân hàng, công ty thẻ tín dụng và các tổ chức tài chính khác, vào một tài khoản duy nhất.";1
"Một nhóm đã xây dựng nền tảng công nghệ cho các sự kiện phát trực tiếp, dựa trên cơ sở dữ liệu lớn được gọi là ""Super Fan Database "". Super Fan Database là cơ sở dữ liệu về những người trung thành nhất với thương hiệu hoặc tổ chức. Ứng dụng này cho phép các nhà tổ chức sử dụng cơ sở dữ liệu để tiếp cận người dùng và khuyến khích họ tham dự sự kiện.";1
"Một ""thiết bị theo dõi trẻ kết nối"" cho các bậc cha mẹ, cho phép họ theo dõi con cái của họ ở bất cứ đâu và nói chuyện với chúng bằng ứng dụng điện thoại, trong thời gian thực. Công ty khởi nghiệp này đang xây dựng một nền tảng dữ liệu theo dõi và chia sẻ thông tin về cả những gì đang xảy ra với trẻ em và cha mẹ.";1
Kể từ cuộc khủng hoảng kinh tế, các công ty đã phải vật lộn để tìm cách tốt nhất để theo dõi hiệu suất nội bộ của họ.Công ty phần mềm nhân sự TheWorkPlace đã đưa ra một sản phẩm mới biến bảng tính thành thông tin hành động, trình bày cho các nhà quản lý dữ liệu về hiệu suất của nhân viên trong thời gian thực.;1
"Một công ty đang xây dựng một ""trợ lý kỹ thuật số"" cho các bác sĩ. Công ty khởi nghiệp dựa trên AI, xử lý ngôn ngữ tự nhiên và học máy để giúp các bác sĩ quản lý dữ liệu bệnh nhân tốt hơn và duy trì một bệnh nhân khỏe mạnh.";1
"Một cơ sở dữ liệu và sự kiện được cộng đồng đóng góp.Những người sáng lập công ty nói rằng cơ sở dữ liệu này là ""nguồn dữ liệu đáng tin cậy nhất"" ở Mỹ.";1
"Một công ty khởi nghiệp muốn giải quyết vấn đề chiếm được khách hàng bằng cách cung cấp ""một công cụ phân tích đào sâu vào dữ liệu khách hàng và giúp bạn, bộ phận tiếp thị, hiểu cách các công ty trong lĩnh vực của bạn đang giành được khách hàng và tần suất.""";1
"Một ứng dụng giao đồ ăn hỗ trợ hợp đồng xã hội giữa những người dùng của mình, thưởng cho họ vì đã chia sẻ dữ liệu ""người yêu thích đồ ăn"". Đó là một công ty SaaS phục vụ thành phố New York và hy vọng sẽ mở rộng sang các thành phố khác trong vài tháng tới.";1
"Công ty khởi nghiệp này đang tập trung vào ""đăng ký tăng trưởng"" cho các công ty B2B cho phép họ truy cập vào dữ liệu của khách hàng trong thời gian thực và phân tích nó để kinh doanh thông minh.";1
Một công ty khởi nghiệp cung cấp một khung hộp đen cho việc bảo mật các ứng dụng web, cho phép các công ty xử lý lượng lớn dữ liệu và đưa ra quyết định sáng suốt khi đang hoạt động;1
Một startup sử dụng dữ liệu để giúp mọi người đưa ra quyết định sáng suốt hơn về chăm sóc sức khỏe của họ bằng cách kết nối họ với bác sĩ và y tá những người có thể cung cấp lời khuyên y tế theo thời gian thực.;1
Một công ty khởi nghiệp giúp đỡ người vô gia cư với cơ sở dữ liệu về các nơi trú ẩn cho người vô gia cư, cung cấp thông tin cập nhật về nơi trú ẩn và cách giúp đỡ họ bằng cách quyên góp cho các nơi trú ẩn.;1
Một ứng dụng di động giúp mọi người tiêm sự đồng ý vào bài đăng của họ, cho phép họ tạo bài đăng bằng dữ liệu sinh trắc học mà không phải gõ mật khẩu thủ công.;1
Một nền tảng cho phép người tiêu dùng theo dõi mức tiêu thụ năng lượng của chính họ.Dữ liệu năng lượng được chuyển đến công ty tiện ích, sau đó so sánh các mô hình tiêu thụ với các mô hình lịch sử để xác định mức tiêu thụ năng lượng của từng ngôi nhà.;1
Một nền tảng phân tích dữ liệu cho các công ty đại chúng, nhằm giúp họ dễ dàng truy cập, sắp xếp và phân tích dữ liệu tài chính hơn.;1
 Một công ty khởi nghiệp tập trung vào việc cung cấp dịch vụ hỗ trợ khách hàng dựa trên dữ liệu cho các doanh nghiệp. Công ty thu thập và phân tích dữ liệu từ các phiếu hỗ trợ khách hàng, sau đó sử dụng học máy để phân loại các vấn đề hỗ trợ khách hàng quan trọng nhất.;1
" Mạng xã hội dành cho các chuyên gia. Doanh nghiệp khởi nghiệp muốn xây dựng một công cụ cho phép các chuyên gia "" sở hữu dữ liệu của họ "".";1
"Công ty B2B muốn ""giúp các công ty đưa ra quyết định tốt hơn với ít dữ liệu hơn"", sử dụng học máy để phân tích dữ liệu để có được nhiều thông tin chi tiết hơn.Công ty khởi nghiệp tập trung vào một vài ngành công nghiệp, bắt đầu với dịch vụ tài chính.";1
Một công ty khởi nghiệp giúp người dùng CRM quản lý dữ liệu trong các ứng dụng CRM của họ.Phần mềm của công ty khởi nghiệp hoạt động như một phần mềm quản lý quan hệ khách hàng (CRM ), và cho phép người dùng nhập và xuất dữ liệu từ email và các mục lịch.;1
Ý tưởng: Dịch vụ tư vấn dựa trên dữ liệu cho nhà đầu tư mạo hiểm;1
Ý tưởng: Một công ty khởi nghiệp xây dựng một sản phẩm SaaS cho phép các cơ sở tự lưu trữ truy cập dữ liệu của họ trong bảng điều khiển tập trung để cải thiện hoạt động và tăng doanh thu;1
"Một cách để tạo ra ""trò chơi"" cá nhân hoá bằng cách sử dụng cơ sở dữ liệu về hành vi của người dùng và chính người dùng.Thay vì hiển thị cho người chơi một trải nghiệm được xác định trước, nó cho họ thấy một hỗn hợp nội dung và dữ liệu của chính họ, cho phép họ tạo ra trải nghiệm cá nhân hoá của riêng họ.";1
"Một công ty khởi nghiệp ở San Francisco muốn giúp bạn theo dõi dữ liệu trên điện thoại thông qua một ""bảng đồ thị cá nhân"" giúp bạn hiểu và sử dụng dữ liệu để cải thiện sức khỏe của mình. Mục tiêu chính của công ty khởi nghiệp này là xây dựng một ứng dụng giúp mọi người quyết định những thủ tục y tế nào họ muốn thực hiện hiện tại và trong tương lai, sau đó có thể theo dõi tình trạng của những thủ tục đó thông qua một ứng dụng.";1
"Một nền tảng phân tích dữ liệu và báo cáo cho các nhà cung cấp dịch vụ chăm sóc sức khỏe, tập trung vào các khoa cấp cứu của bệnh viện. Công ty khởi nghiệp muốn giúp giải quyết vấn đề "" giường bệnh đầy bệnh nhân không có ai để nói chuyện về tình trạng của họ"", theo CEO Ken Dang.";1
"Một cách để giám sát dữ liệu đang được thu thập bởi Internet vạn vật, để ngăn chặn các cuộc tấn công mạng và tạo ra giải pháp an ninh ""dựa trên dữ liệu"". Công ty khởi nghiệp này đang xây dựng một bộ công cụ để các công ty sử dụng để giám sát các thiết bị được kết nối của họ.";1
Một nền tảng cho nguồn cung ứng vi mô cho các doanh nghiệp nhỏ, cho phép họ thuê ngoài các nhiệm vụ và tổng hợp dữ liệu về chúng.Các startup hiện có tỷ lệ chạy là 10.000 đô la mỗi tháng.;1
Một công ty muốn xây dựng điểm tín dụng cho những người không có tín dụng, dựa trên dữ liệu từ điện thoại của họ.Nó đã có hơn 5.000 người trên nền tảng và 500.000 đô la tài trợ trong vòng hạt giống của nó.;1
Một dự án khoa học dữ liệu tạo ra các bài thuyết trình thời gian thực cho các công ty khởi nghiệp công nghệ để đưa cho các nhà đầu tư.;1
Một công ty khởi nghiệp đang xây dựng một hệ thống cho phép dữ liệu bệnh nhân được gửi giữa các hệ thống chăm sóc sức khoẻ.;1
Một nền tảng giúp các công ty giảm việc sử dụng năng lượng lên đến 40% và giảm lượng khí thải carbon xuống 20 %. Công ty khởi nghiệp làm điều này bằng cách đẩy dữ liệu giám sát năng lượng và sử dụng cho các thiết bị gia dụng, sau đó sẽ điều chỉnh hoạt động và sử dụng để giảm tiêu thụ năng lượng.;1
Một công ty khởi nghiệp trong lĩnh vực chăm sóc sức khỏe nhằm giúp các chủ doanh nghiệp giảm chi phí y tế và cải thiện chất lượng chăm sóc sức khỏe. Công ty muốn phát triển một nền tảng cho phép các nhà cung cấp và chủ doanh nghiệp chia sẻ dữ liệu về các quy trình và điều trị y tế, đồng thời mở khóa tiết kiệm bằng cách trao đổi và trao đổi dữ liệu.;1
Một nền tảng nghiên cứu y học để chia sẻ dữ liệu về một loạt các bệnh.;1
Một công ty giúp các công ty truy cập hàng tỷ đô la dữ liệu tài chính và cá nhân được lưu trữ trong đám mây Amazon.;1
Một công ty cho vay doanh nghiệp nhỏ giúp các doanh nghiệp nhận được các khoản vay từ các ngân hàng và các công đoàn tín dụng. Họ có lợi nhuận bằng cách sử dụng dữ liệu và tự động hóa để cho vay hiệu quả hơn.;1
"Một công ty khởi nghiệp đang xây dựng ""một cái nhìn đơn giản"" về chuỗi cung ứng từ đầu vào đến đầu ra, loại bỏ nhu cầu lưu trữ và tổ chức dữ liệu.Công ty khởi nghiệp có trụ sở tại Bay Area, và đang cố gắng thu hút một vòng hạt giống trị giá 250k đô la từ các nhà đầu tư.";1
Xét về những gì các startup này đang cố gắng hoàn thành, tất cả đều có mục tiêu hơi khác nhau, nhưng đều đang cố gắng giải quyết cùng một vấn đề. Điểm chung của họ là đang xây dựng các giải pháp tập trung vào việc đơn giản hóa trải nghiệm quản lý dữ liệu, cả dữ liệu lẫn công cụ được sử dụng để quản lý nó.;1
Một công ty khởi nghiệp giúp các tổ chức tài chính hiểu rõ hơn về khách hàng của họ bằng cách giúp họ dễ dàng sử dụng Internet vạn vật để thu thập dữ liệu hơn.;1
Công ty là một dự án phần mềm miễn phí giúp mọi người duy trì sức khỏe của họ bằng cách cho họ truy cập vào một cơ sở dữ liệu lớn, có thể tìm kiếm thông tin y tế. Nó được bắt đầu khoảng một thập kỷ trước đây như một trang web sức khỏe cá nhân, nhưng kể từ đó đã phát triển thành một nền tảng thông tin sức khỏe toàn cầu.;1
Một công ty khởi nghiệp muốn biết mọi người đang sử dụng sản phẩm của họ như thế nào, nhưng không muốn trả tiền cho các cuộc khảo sát hoặc dữ liệu khác. Dịch vụ này sử dụng dữ liệu Alexa để theo dõi việc sử dụng sản phẩm của họ, và cung cấp dữ liệu theo cách có thể thực hiện được hơn là thống kê thô.;1
Một công ty tạo mạng lưới cho các nhà bán lẻ chia sẻ dữ liệu về sản phẩm của họ, cho phép họ lưu trữ hiệu quả hơn và cho phép công ty theo dõi xu hướng bán hàng.;1
Một công ty khởi nghiệp xây dựng nền tảng cho các tổ chức phi chính phủ để gửi và nhận dữ liệu, để đảm bảo họ nhận được nhiều nhất từ quyên góp.;1
 Một công ty khởi nghiệp muốn giúp các công ty giảm rủi ro trong quá trình kinh doanh bằng phân tích dự đoán. Công ty khởi nghiệp đang xây dựng nền tảng phân tích dự đoán, cho phép các công ty giữ quyền kiểm soát một số dữ liệu.;1
Một nền tảng cho các thành phố có thể kết nối và cung cấp dịch vụ cho các doanh nghiệp muốn làm những điều như tự động hóa chỗ đậu xe hoặc cung cấp thu gom rác. Các thành phố sẽ có thể tiếp cận các công ty có khả năng thu thập dữ liệu, nhưng không có cơ sở hạ tầng để nhận nó.;1
"Công ty khởi nghiệp này đang xây dựng một ""màn hình thứ hai"" cho TV, để người xem có thể sử dụng điện thoại của họ để tìm kiếm nội dung và lấy dữ liệu khác.";1
Là nhà bán lẻ đồ nội thất trực tuyến lớn nhất thế giới, Wayfair có dữ liệu mở về hơn 80 triệu sản phẩm nội thất. Công ty khởi nghiệp muốn dễ dàng truy cập và phân tích dữ liệu này hơn bằng cách truy cập thông qua API.;1
"Một công ty tuyên bố là công ty đầu tiên cung cấp nền tảng ""sức khoẻ kỹ thuật số"" toàn diện cho cả nhân viên và người sử dụng lao động. Nó giúp các công ty trong ngành chăm sóc sức khoẻ và bảo hiểm như GE và IBM quản lý dữ liệu sức khoẻ nhân viên hiệu quả hơn, và để nhân viên tự quản lý dữ liệu sức khoẻ của họ tốt hơn.";1
Một cơ sở dữ liệu của hơn 100.000 dự án năng lượng mặt trời, hiện đang được sử dụng để giúp các công ty năng lượng mặt trời cạnh tranh hợp đồng của chính phủ để xây dựng các trang trại năng lượng mặt trời.;1
Công ty khởi nghiệp này đang phát triển một hệ thống nơi mọi người có thể sử dụng thông tin được đóng gói sẵn về huyết áp hoặc các vấn đề về giấc ngủ của họ để có được lời khuyên cá nhân. Nó sẽ bán dữ liệu này cho các công ty bảo hiểm sức khỏe và các công ty bên thứ ba cần nó.;1
Một nền tảng giúp người dùng theo dõi và phân tích việc sử dụng dữ liệu cá nhân của họ và cung cấp các công cụ để giúp người dùng quản lý quyền riêng tư.;1
"Công ty khởi nghiệp dữ liệu này đang xây dựng một nền tảng web ""đáng sợ"" để giúp mọi người tìm hiểu bạn bè của họ đang làm gì trên web, bằng cách phân tích các bài đăng trên mạng xã hội và lịch sử tìm kiếm của họ.";1
Ý tưởng: Sử dụng dữ liệu thu thập từ cộng đồng để xây dựng một ứng dụng dịch ngôn ngữ phổ quát cho các nhà phát triển;1
Một công ty khởi nghiệp kết hợp dữ liệu từ web và từ điện thoại di động của mọi người để giúp các tổ chức hiểu được họ cần loại sức mạnh nào và làm thế nào để có được nó.;1
Tomo đang xây dựng một cách để giúp các doanh nghiệp và các tổ chức khác xử lý dữ liệu khách hàng dễ dàng hơn. Chúng là một ứng dụng tự lưu trữ cho nhiều nhà cung cấp dịch vụ đám mây, cho phép mọi người tạo cơ sở dữ liệu và sử dụng chúng cho tiếp thị, CRM và phân tích.;1
Công ty khởi nghiệp này đang phát triển một phương pháp mới để giải thích và trình bày dữ liệu gen số đang được sản xuất. Công việc của họ dựa trên tiền đề rằng ADN của một người không thay đổi, nhưng môi trường sống và thuốc men mà họ sử dụng có thể thay đổi nó.;1
"Một ""văn phòng tín dụng dựa trên cộng đồng"" cho phép mọi người báo cáo dữ liệu tín dụng của chính họ cho cộng đồng, và sau đó các thành viên khác có thể xác minh hoặc tranh chấp nó.";1
"Nền tảng Gọi vốn cộng đồng cho nghiên cứu y khoa. Công ty đang xây dựng công ty đầu tiên trong hộp hoặc ""CIBO"" -một công ty thực hiện các thử nghiệm lâm sàng, cung cấp hỗ trợ tài chính và quy định, quản lý dữ liệu lâm sàng và kết quả của bệnh nhân, quản lý thanh toán và tuân thủ.";1
"Một ""máy nghiền tiền tệ"" lấy dữ liệu từ nhiều nguồn khác nhau và phun ra một loại tiền tệ duy nhất.";1
"Công ty khởi nghiệp đang phát triển một nền tảng của bên thứ ba để các nhà lãnh đạo doanh nghiệp thảo luận, phối hợp và tương tác với các nhóm ""định hướng dữ liệu"" theo cách mà nhân viên thông thường làm.Mục tiêu là giúp các doanh nghiệp ""hình thành tương lai"".";1
"Một nền tảng mở ra lĩnh vực y tế cho các công ty công nghệ thông minh. Công ty khởi nghiệp này nhằm xây dựng một "" nền tảng dữ liệu cho phép các công ty đưa ra quyết định AI dựa trên dữ liệu họ nhận được từ bệnh viện và phòng khám.""";1
là một công ty phần mềm sử dụng học máy và khoa học dữ liệu để giúp khách hàng quản lý tốt hơn doanh số bán hàng mà họ thực hiện. Ở Mỹ, họ đang bán cho các doanh nghiệp nhỏ phục vụ ngành nhà hàng.;1
"Một công ty nhằm mục đích giúp các công ty dễ dàng quản lý các phân tích dữ liệu lớn của họ, với một nền tảng cung cấp khả năng kết nối dữ liệu từ các nguồn khác nhau với mục tiêu ""tự động thực hiện các nhiệm vụ lặp đi lặp lại nhất"".";1
"Một startup giúp ""tranh luận dữ liệu"", hoặc đơn giản là tạo dữ liệu có cấu trúc từ dữ liệu phi cấu trúc.";1
"Đây là một nền tảng trò chơi cho hệ thống trường công lập Hoa Kỳ, được xây dựng để trở thành một ""công cụ thú vị, hấp dẫn sử dụng dữ liệu để chuyển đổi việc học tập"". trò chơi hiện được cung cấp trong hơn 1.000 trường học.";1
"Một công ty "" mang đến một cách trực quan hơn để hiểu dữ liệu của bạn "". Công ty khởi nghiệp đang xây dựng một nền tảng cho phép dữ liệu được trực quan hóa dưới dạng hoạt hình, có thể được chia sẻ "" dễ dàng bằng một liên kết "". Nó cũng đang làm việc trên một ứng dụng cho phép người dùng tạo biểu đồ, cho phép họ "" vẽ trên bảng tính "" và "" chia sẻ biểu đồ của họ với những người khác "".";1
Ý tưởng: Một startup giúp chủ nhà, chủ nhà và quản lý bất động sản sử dụng dữ liệu để theo dõi bất động sản của họ và giữ cho chúng an toàn hơn;1
"Một dự án mã nguồn mở nhằm "" trao cho các nhà phát triển quyền kiểm soát dữ liệu nào được ứng dụng của bạn thu thập "". Công ty khởi nghiệp này nói rằng đó là một giải pháp bảo mật, nhưng nó cũng là một cách để che giấu chính mình khi nói đến việc thu thập dữ liệu người dùng.";1
Ra mắt từ đợt chào bán mùa hè năm 2009 của Y Combinator, Stripe là một công ty công nghệ toàn cầu xây dựng cơ sở hạ tầng kinh tế cho internet. Hàng triệu công ty đủ mọi quy mô hiện nay sử dụng phần mềm và API của Stripe để nhận thanh toán, gửi phiếu trả tiền và quản lý doanh nghiệp trực tuyến. Stripe là đối tác đáng tự hào của các công ty YC-từ Airbnb (S09) đến Defog (W23) - để giúp họ phát triển doanh nghiệp và tăng GDP của internet.;1
Ra mắt vào năm 2012 với tên gọi ZenPayroll, Gusto phục vụ hơn 200.000 doanh nghiệp trên toàn quốc. Mỗi năm, chúng tôi xử lý hàng chục tỷ đô la tiền lương và cung cấp các quyền lợi cho nhân viên-như bảo hiểm y tế và tài khoản 401 (k) - đồng thời giúp các công ty tạo ra những nơi làm việc tuyệt vời. Thông qua một nền tảng tích hợp dễ dàng mới lạ, chúng tôi tự động hóa và đơn giản hóa tiền lương, quyền lợi và nhân sự của bạn, đồng thời cung cấp hỗ trợ chuyên gia. Bạn và nhân viên của bạn sẽ có được sự yên tâm cần thiết để làm việc tốt nhất.;1
